,shap_energy_low,shap_energy_medium,shap_energy_high
144,1.0,0.0,0.0
145,1.0,0.0,0.0
146,1.0,0.0,0.0
147,1.0,0.0,0.0
148,1.0,0.0,0.0
149,1.0,0.0,0.0
150,1.0,0.0,0.0
151,1.0,0.0,0.0
152,1.0,0.0,0.0
153,1.0,0.0,0.0
154,1.0,0.0,0.0
155,1.0,0.0,0.0
156,1.0,0.0,0.0
157,1.0,0.0,0.0
158,1.0,0.0,0.0
159,1.0,0.0,0.0
160,0.0,0.45249152925561703,0.547508470744383
161,1.0,0.0,0.0
162,0.0,0.43195820227974,0.56804179772026
163,0.0,0.0,1.0
164,0.0,0.0,1.0
165,1.0,0.0,0.0
166,1.0,0.0,0.0
167,1.0,0.0,0.0
168,0.0,0.0,1.0
169,1.0,0.0,0.0
170,1.0,0.0,0.0
171,1.0,0.0,0.0
172,1.0,0.0,0.0
173,1.0,0.0,0.0
174,1.0,0.0,0.0
175,1.0,0.0,0.0
176,1.0,0.0,0.0
177,1.0,0.0,0.0
178,1.0,0.0,0.0
179,1.0,0.0,0.0
180,1.0,0.0,0.0
181,1.0,0.0,0.0
182,1.0,0.0,0.0
183,0.0,0.459199580161932,0.540800419838068
184,1.0,0.0,0.0
185,1.0,0.0,0.0
186,0.0,0.0,1.0
187,1.0,0.0,0.0
188,1.0,0.0,0.0
189,1.0,0.0,0.0
190,0.0,0.0,1.0
191,0.0,0.0,1.0
192,1.0,0.0,0.0
193,1.0,0.0,0.0
194,1.0,0.0,0.0
195,1.0,0.0,0.0
196,1.0,0.0,0.0
197,0.0,0.0,1.0
198,1.0,0.0,0.0
199,0.785172685814654,0.214827314185346,0.0
200,0.0,0.30275120129658506,0.6972487987034149
201,1.0,0.0,0.0
202,0.0,0.74287648213279,0.25712351786721
203,1.0,0.0,0.0
204,1.0,0.0,0.0
205,1.0,0.0,0.0
206,1.0,0.0,0.0
207,1.0,0.0,0.0
208,1.0,0.0,0.0
209,1.0,0.0,0.0
210,1.0,0.0,0.0
211,1.0,0.0,0.0
212,1.0,0.0,0.0
213,1.0,0.0,0.0
214,1.0,0.0,0.0
215,1.0,0.0,0.0
216,1.0,0.0,0.0
217,1.0,0.0,0.0
218,1.0,0.0,0.0
219,1.0,0.0,0.0
220,1.0,0.0,0.0
221,1.0,0.0,0.0
222,0.0,0.0,0.0
223,1.0,0.0,0.0
224,0.0,0.0,1.0
225,0.0,0.0,1.0
226,1.0,0.0,0.0
227,0.105224957448129,0.894775042551871,0.0
228,0.0,0.0,1.0
229,0.0,0.4314214619309391,0.568578538069061
230,0.0,0.0,1.0
231,1.0,0.0,0.0
232,1.0,0.0,0.0
233,1.0,0.0,0.0
234,1.0,0.0,0.0
235,1.0,0.0,0.0
236,1.0,0.0,0.0
237,0.0,0.0,1.0
238,0.0,0.0,1.0
239,0.0,0.0,1.0
240,0.565591126011873,0.434408873988127,0.0
241,1.0,0.0,0.0
242,0.0,0.0,1.0
243,0.0,0.0,1.0
244,1.0,0.0,0.0
245,1.0,0.0,0.0
246,0.0,0.09935729717030911,0.9006427028296909
247,0.0,0.0,1.0
248,0.0,0.0,1.0
249,0.0,0.0,1.0
250,0.0,0.0,1.0
251,0.0,0.0,1.0
252,1.0,0.0,0.0
253,0.0,0.0,1.0
254,0.8738425524726751,0.126157447527325,0.0
255,1.0,0.0,0.0
256,0.0,0.0,1.0
257,0.0,0.0,1.0
258,1.0,0.0,0.0
259,0.0,0.0,1.0
260,0.0,0.0,1.0
261,1.0,0.0,0.0
262,1.0,0.0,0.0
263,1.0,0.0,0.0
264,1.0,0.0,0.0
265,0.0,0.0,1.0
266,1.0,0.0,0.0
267,1.0,0.0,0.0
268,1.0,0.0,0.0
269,1.0,0.0,0.0
270,1.0,0.0,0.0
271,1.0,0.0,0.0
272,1.0,0.0,0.0
273,0.927646560352027,0.07235343964797303,0.0
274,0.0,0.0,1.0
275,0.0,0.0,1.0
276,0.0,0.0,1.0
277,0.0,0.0,1.0
278,0.0,0.0,1.0
279,1.0,0.0,0.0
280,1.0,0.0,0.0
281,1.0,0.0,0.0
282,1.0,0.0,0.0
283,1.0,0.0,0.0
284,1.0,0.0,0.0
285,1.0,0.0,0.0
286,1.0,0.0,0.0
287,1.0,0.0,0.0
288,1.0,0.0,0.0
289,0.0,0.0,1.0
290,1.0,0.0,0.0
291,1.0,0.0,0.0
292,0.9717639694253289,0.028236030574671084,0.0
293,1.0,0.0,0.0
294,1.0,0.0,0.0
295,0.0,0.0,1.0
296,1.0,0.0,0.0
297,1.0,0.0,0.0
298,1.0,0.0,0.0
299,0.0,0.0,1.0
